carat,depth,table,x,y,z,price
1.3,61.5,59.0,7.05,7.0,4.32,8.657
0.41,60.8,57.0,4.8,4.84,2.93,6.672999999999999
0.9,61.8,58.0,6.2,6.26,3.85,8.062999999999999
0.28,61.9,56.0,4.18,4.2,2.59,6.061
0.31,60.4,58.0,4.42,4.39,2.66,6.385
1.26,61.4,55.0,6.96,6.99,4.29,9.398
0.33,63.1,56.0,4.4,4.38,2.77,6.504
1.52,61.3,55.0,7.42,7.39,4.54,8.954
0.96,62.9,59.0,6.3,6.22,3.94,8.067
1.14,62.2,56.0,6.65,6.7,4.15,8.508
0.75,59.2,59.0,5.93,5.97,3.52,8.089
1.71,62.6,57.0,7.66,7.6,4.78,9.326
0.5,63.1,59.0,5.02,4.96,3.15,7.074
0.31,64.0,54.0,4.29,4.31,2.75,5.996
0.33,61.3,59.0,4.47,4.44,2.73,6.856
0.7,61.4,57.0,5.71,5.75,3.52,7.885
0.35,60.4,60.0,4.52,4.55,2.74,6.642
0.57,61.6,57.0,5.32,5.36,3.29,7.382999999999999
0.5,65.8,57.0,5.03,4.91,3.27,7.207999999999999
0.62,62.6,57.0,5.42,5.47,3.41,7.827000000000001
0.7,63.9,59.0,5.64,5.6,3.59,7.763
0.41,60.9,60.0,4.84,4.81,2.94,6.475
0.77,61.7,55.0,5.89,5.91,3.64,8.238999999999999
0.44,61.1,56.0,4.92,4.9,3.0,6.947
0.8,61.0,60.0,5.95,5.98,3.64,7.808
0.3,61.0,56.0,4.36,4.33,2.65,6.7379999999999995
0.51,64.0,58.0,5.06,5.03,3.23,7.207000000000001
1.23,61.3,57.0,6.88,6.96,4.24,9.253
0.48,61.1,61.0,5.05,5.0,3.07,7.065
0.3,61.5,55.0,4.35,4.3,2.66,6.815
0.4,63.9,58.0,4.67,4.63,2.97,6.782
0.41,62.0,58.0,4.74,4.78,2.95,6.526
1.0,57.6,62.0,6.62,6.5,3.78,8.332
0.55,61.3,55.0,5.3,5.33,3.26,7.034
1.26,62.2,58.0,6.93,6.87,4.29,8.804
0.3,63.5,55.0,4.22,4.25,2.69,6.265
0.36,60.4,62.0,4.6,4.64,2.79,6.91
1.16,62.0,57.0,6.72,6.74,4.17,9.162
0.7,62.4,56.0,5.72,5.66,3.55,7.957999999999999
0.3,61.9,56.0,4.3,4.33,2.67,6.702000000000001
0.41,60.6,56.0,4.83,4.87,2.94,6.882999999999999
1.64,61.8,59.0,7.51,7.55,4.65,9.456
1.51,62.5,60.0,7.27,7.23,4.54,9.372
0.31,64.2,55.0,4.24,4.3,2.74,6.581
1.19,63.7,57.0,6.73,6.69,4.28,8.581
0.7,62.8,56.0,5.68,5.6,3.54,8.083
1.0,61.1,60.0,6.43,6.41,3.92,8.934
0.75,62.4,54.0,5.86,5.84,3.65,8.215
0.55,61.8,54.0,5.28,5.3,3.27,7.246
1.27,62.5,57.0,6.86,6.91,4.3,9.097999999999999
1.4,61.2,56.0,7.23,7.18,4.41,8.884
1.03,59.6,61.0,6.57,6.62,3.93,8.832
1.11,60.7,56.0,6.73,6.68,4.07,8.493
0.53,61.6,55.7,5.21,5.24,3.22,7.48
1.3,62.2,57.0,7.01,6.98,4.35,8.693
0.34,62.1,58.0,4.45,4.5,2.78,6.691
0.53,62.5,55.0,5.12,5.24,3.24,7.144
1.21,60.1,55.0,6.91,7.01,4.18,9.072000000000001
0.34,61.0,56.0,4.51,4.53,2.76,6.715
0.86,61.2,58.0,6.1,6.16,3.75,7.974
0.52,61.8,56.0,5.15,5.17,3.19,7.507999999999999
0.32,62.0,55.0,4.38,4.46,2.74,6.553999999999999
0.3,62.7,60.0,4.26,4.23,2.66,6.564
1.03,61.3,61.0,6.53,6.46,3.98,8.684
1.2,62.7,58.0,6.75,6.65,4.2,8.814
0.5,62.8,55.0,5.05,5.08,3.18,6.982
0.65,57.8,61.2,5.72,5.78,3.32,7.7860000000000005
1.0,61.1,57.0,6.43,6.48,3.95,8.404
1.67,61.6,55.0,7.68,7.62,4.71,9.365
0.33,61.6,58.0,4.45,4.41,2.73,6.91
0.76,60.5,56.0,5.94,5.99,3.61,8.202
1.06,62.7,56.0,6.46,6.5,4.06,8.342
1.28,62.1,58.0,6.96,6.91,4.31,9.279
2.05,62.2,57.0,8.19,8.12,5.07,9.453
0.9,62.1,58.0,6.1,6.18,3.81,8.158
1.21,61.5,58.0,6.84,6.88,4.22,8.809
0.32,61.7,54.0,4.39,4.42,2.72,6.822
0.33,61.1,58.0,4.42,4.46,2.71,6.816
0.31,60.8,56.0,4.39,4.36,2.66,6.952999999999999
0.7,59.9,60.0,5.77,5.84,3.48,7.941
0.71,61.8,57.0,5.69,5.74,3.53,8.102
0.51,62.2,58.0,5.11,5.09,3.17,7.416
1.7,61.3,57.0,7.67,7.6,4.68,9.677
0.3,62.5,56.0,4.28,4.3,2.68,6.609
0.7,60.6,61.0,5.71,5.77,3.48,7.654
1.52,60.3,59.0,7.43,7.52,4.51,9.472999999999999
1.2,62.2,56.0,6.75,6.73,4.19,8.551
1.0,61.3,55.0,6.44,6.41,3.94,9.06
0.61,62.1,56.0,5.42,5.44,3.37,7.681
1.11,62.5,58.0,6.63,6.61,4.14,8.448
1.2,62.7,55.0,6.71,6.79,4.23,8.957
1.04,62.6,57.0,6.45,6.48,4.05,8.422
1.06,60.8,59.0,6.55,6.58,3.99,8.557
0.51,62.3,58.0,5.12,5.05,3.17,7.343
1.07,61.5,57.0,6.54,6.59,4.04,9.144
0.39,62.0,55.0,4.66,4.69,2.9,6.9110000000000005
1.72,63.4,62.0,7.59,7.53,4.79,9.422
0.33,61.8,55.0,4.46,4.47,2.76,6.542000000000001
0.56,61.2,60.0,5.26,5.3,3.23,7.506
0.41,61.4,55.0,4.78,4.83,2.95,6.76
0.5,63.0,56.0,5.13,5.06,3.21,7.183
0.57,62.2,55.0,5.37,5.31,3.32,7.386
0.33,62.1,59.0,4.4,4.45,2.75,6.501
0.31,63.0,55.0,4.34,4.37,2.73,7.102
0.7,60.6,58.0,5.73,5.75,3.48,8.083
0.33,60.1,61.0,4.44,4.48,2.68,6.501
0.7,62.2,56.0,5.67,5.71,3.54,7.485
1.51,61.1,58.0,7.42,7.38,4.45,9.533999999999999
0.92,64.2,58.0,6.11,6.14,3.93,8.113999999999999
1.24,62.9,60.0,6.8,6.74,4.26,8.558
0.9,60.2,59.0,6.28,6.22,3.76,8.395
1.51,59.6,57.0,7.52,7.49,4.47,9.449
0.32,61.4,57.0,4.42,4.41,2.71,6.627999999999999
0.3,62.0,60.0,4.27,4.31,2.66,6.337000000000001
1.2,62.5,55.0,6.84,6.79,4.26,8.42
1.27,61.0,54.0,7.0,7.02,4.28,9.274
0.79,63.3,56.3,5.85,5.88,3.71,8.051
0.98,61.6,66.0,6.46,6.24,3.92,7.992000000000001
1.63,63.7,58.0,7.4,7.48,4.74,9.165
1.2,62.7,56.0,6.78,6.81,4.26,9.485
0.42,61.1,56.0,4.84,4.82,2.95,7.119
1.5,64.2,59.0,7.13,7.1,4.57,9.075
1.5,62.7,58.0,7.27,7.34,4.58,9.187000000000001
0.36,59.5,56.0,4.63,4.68,2.77,6.497000000000001
0.31,61.0,55.0,4.39,4.42,2.69,6.77
0.31,60.9,60.0,4.36,4.38,2.66,5.894
0.8,61.9,54.1,5.92,5.98,3.69,8.002
0.52,62.6,59.0,5.03,5.13,3.18,7.528
0.9,63.4,53.0,6.1,6.17,3.89,8.34
0.73,58.9,60.0,5.9,5.81,3.45,7.8020000000000005
0.31,61.9,58.0,4.32,4.31,2.67,6.848
0.41,61.5,57.0,4.77,4.81,2.95,6.881
0.52,61.9,57.0,5.14,5.17,3.19,7.507999999999999
1.02,61.4,56.5,6.44,6.47,3.97,8.732999999999999
0.51,61.1,56.0,5.2,5.17,3.17,7.274
0.42,61.0,57.0,4.85,4.89,2.97,7.169
1.0,62.8,62.0,6.29,6.26,3.94,8.744
1.18,60.5,59.0,6.9,6.82,4.15,8.508
0.31,62.7,59.0,4.34,4.3,2.71,6.687
1.08,61.4,57.0,6.67,6.62,4.08,8.379
1.01,60.7,59.0,6.42,6.39,3.89,7.864
0.33,61.4,58.0,4.44,4.49,2.74,6.256
1.25,61.7,56.0,6.93,6.92,4.27,9.21
0.4,59.2,59.0,4.81,4.79,2.84,7.09
0.35,63.8,56.0,4.48,4.45,2.85,6.382000000000001
0.32,61.3,57.0,4.45,4.42,2.72,6.8020000000000005
0.4,61.7,59.0,4.75,4.72,2.92,6.645
1.01,59.4,57.0,6.59,6.57,3.91,8.287
0.7,65.2,57.0,5.56,5.52,3.61,7.736000000000001
0.35,62.3,55.0,4.51,4.54,2.82,6.468
0.3,62.9,56.0,4.28,4.24,2.68,6.815
0.53,61.8,56.0,5.22,5.2,3.22,7.553999999999999
0.31,63.2,58.0,4.33,4.31,2.73,6.443
0.4,61.7,56.0,4.72,4.74,2.92,7.066
1.5,61.3,57.0,7.32,7.35,4.5,9.2
1.15,62.6,57.0,6.73,6.69,4.2,8.377
0.31,61.4,55.0,4.38,4.41,2.69,6.3260000000000005
0.56,61.8,55.0,5.29,5.33,3.28,7.479
0.52,60.9,56.0,5.21,5.17,3.16,7.515
0.34,59.5,59.0,4.59,4.55,2.72,6.535
1.1,62.7,57.0,6.57,6.63,4.14,9.293
0.41,62.2,56.0,4.75,4.8,2.97,6.742999999999999
1.02,62.7,58.0,6.44,6.36,4.01,8.613999999999999
0.5,62.5,54.0,5.05,5.09,3.17,7.468999999999999
0.3,62.7,59.0,4.22,4.26,2.66,6.159
0.38,61.3,57.0,4.67,4.7,2.87,6.553
1.01,62.9,59.0,6.38,6.3,3.99,8.487
1.15,62.1,55.0,6.74,6.69,4.17,9.094
1.04,62.4,56.0,6.51,6.47,4.05,9.2
1.06,62.7,54.0,6.55,6.52,4.1,8.709
0.4,60.2,59.0,4.74,4.76,2.86,7.141
0.4,62.6,56.0,4.73,4.7,2.95,7.242000000000001
0.3,62.1,55.0,4.32,4.35,2.69,6.76
0.3,62.0,57.0,4.27,4.31,2.66,6.82
0.42,62.3,53.0,4.83,4.86,3.02,6.867999999999999
2.01,62.2,58.0,7.99,8.05,4.99,9.725
0.3,59.9,59.0,4.38,4.33,2.61,6.7379999999999995
0.7,56.2,65.0,5.93,5.88,3.32,7.777
0.9,60.9,57.0,6.22,6.26,3.8,8.398
0.26,61.4,56.0,4.12,4.16,2.54,6.122000000000001
0.83,58.8,58.0,6.2,6.15,3.63,8.189
1.41,62.0,58.0,7.19,7.12,4.44,9.068999999999999
0.35,61.6,55.0,4.62,4.53,2.82,6.3629999999999995
0.27,63.3,58.0,4.08,4.1,2.59,6.153
0.4,63.9,57.0,4.62,4.68,2.97,6.875
1.81,68.0,57.0,7.43,7.39,5.04,8.676
0.5,58.5,64.0,5.2,5.12,3.02,6.922999999999999
0.41,61.8,60.0,4.74,4.78,2.94,6.558
0.31,62.2,53.0,4.36,4.38,2.72,6.3229999999999995
0.91,59.6,59.0,6.29,6.32,3.76,7.81
0.41,60.1,58.0,4.81,4.84,2.9,6.984
0.59,62.8,58.0,5.34,5.3,3.34,7.516
0.53,62.4,55.0,5.2,5.19,3.24,7.803
0.96,62.1,57.0,6.3,6.35,3.93,8.346
1.02,61.9,53.0,6.5,6.48,4.02,8.727
0.7,62.7,57.0,5.61,5.65,3.53,7.7989999999999995
0.52,62.1,58.0,5.12,5.16,3.19,7.632000000000001
1.27,61.4,59.0,6.94,6.98,4.27,8.854
0.54,60.1,57.0,5.29,5.31,3.18,7.579
0.46,62.4,54.4,4.93,4.98,3.09,7.175
0.5,61.9,53.0,5.11,5.16,3.18,7.223
0.73,62.7,53.0,5.76,5.79,3.62,8.135
0.75,62.2,58.0,5.87,5.8,3.57,7.824
0.5,63.3,60.0,4.99,5.03,3.17,7.2410000000000005
0.54,63.2,55.0,5.2,5.24,3.3,7.199
0.32,61.7,55.0,4.38,4.4,2.71,6.167999999999999
0.9,63.3,58.0,6.07,6.13,3.86,8.166
0.71,63.7,56.0,5.68,5.63,3.6,7.733
0.44,62.2,60.0,4.86,4.79,3.0,6.947
1.5,64.6,59.0,7.2,7.11,4.62,8.74
0.9,63.1,58.0,6.09,6.15,3.86,8.195
0.9,61.4,56.0,6.19,6.23,3.81,8.592
0.41,61.7,57.0,4.75,4.78,2.94,6.801
1.08,58.4,60.0,6.71,6.74,3.93,8.626
0.36,60.9,59.0,4.58,4.62,2.8,6.3420000000000005
2.0,62.9,56.0,7.94,8.01,5.02,9.772
1.77,62.0,55.0,7.84,7.72,4.82,9.087
0.36,60.6,56.0,4.64,4.66,2.82,6.888
0.5,62.2,58.0,5.08,5.12,3.17,7.148
1.04,61.9,57.0,6.49,6.46,4.01,8.415
1.5,60.2,55.0,7.45,7.51,4.5,9.567
1.01,63.5,59.0,6.39,6.3,4.03,8.486
1.5,63.0,59.0,7.3,7.23,4.58,9.481
1.46,59.5,59.0,7.34,7.29,4.35,8.979
0.92,59.0,58.0,6.31,6.36,3.74,8.277999999999999
0.51,60.4,57.0,5.15,5.18,3.12,7.412000000000001
1.04,60.7,57.0,6.51,6.61,3.98,8.384
0.35,61.2,56.0,4.55,4.53,2.78,6.968999999999999
2.11,59.9,60.0,8.36,8.41,5.02,9.476
2.1,61.5,61.0,8.21,8.16,5.03,9.508
0.31,62.3,55.0,4.33,4.37,2.71,6.438
0.34,62.9,55.0,4.47,4.5,2.82,6.39
2.01,64.6,57.0,7.82,7.88,5.07,9.448
0.7,61.7,55.0,5.73,5.75,3.54,8.62
1.13,61.8,56.0,6.69,6.73,4.15,8.514
0.57,61.5,54.0,5.36,5.38,3.3,7.66
0.25,62.6,58.0,4.05,4.07,2.54,5.961
1.55,61.5,56.0,7.36,7.4,4.54,9.486
0.42,62.4,54.0,4.83,4.78,3.0,6.9910000000000005
0.42,62.0,56.0,4.81,4.84,2.99,7.072
2.01,63.3,56.0,8.06,8.01,5.08,9.415
0.72,63.0,57.0,5.69,5.73,3.6,7.98
1.01,62.9,60.0,6.33,6.43,4.01,8.9
1.56,61.2,56.0,7.49,7.51,4.59,9.352
1.87,62.9,58.0,7.79,7.83,4.91,9.568999999999999
0.35,62.0,56.0,4.51,4.58,2.82,6.9510000000000005
0.3,61.7,56.0,4.31,4.35,2.67,6.772
0.71,62.1,60.0,5.69,5.72,3.54,8.118
1.0,61.3,57.0,6.45,6.4,3.94,8.184
0.34,61.9,55.0,4.51,4.54,2.8,6.881
2.01,62.3,61.0,7.99,8.04,4.99,9.748
1.23,61.8,56.0,6.89,6.84,4.24,9.318
0.75,61.6,55.0,5.82,5.86,3.6,7.973
0.37,63.3,56.0,4.63,4.56,2.91,6.864
0.7,63.8,57.0,5.61,5.51,3.55,7.8660000000000005
0.45,61.6,54.0,4.96,4.98,3.06,6.723
0.79,61.0,58.0,5.96,5.9,3.62,7.961
2.04,58.8,60.0,8.42,8.32,4.92,9.601
1.22,61.9,58.0,6.81,6.85,4.23,9.369
1.26,61.7,56.0,6.95,6.89,4.27,8.912
0.72,63.0,55.0,5.79,5.61,3.59,7.938
1.51,62.5,59.0,7.29,7.34,4.57,9.079
2.3,60.6,59.0,8.4,8.37,5.08,9.55
1.02,61.6,56.0,6.48,6.55,3.99,8.404
0.9,63.8,57.0,6.07,6.13,3.89,8.071
0.38,61.9,59.0,4.61,4.66,2.87,6.685
0.31,62.2,55.0,4.36,4.39,2.72,6.192
1.21,63.8,56.0,6.74,6.67,4.28,8.999
0.5,63.3,56.0,5.09,5.05,3.21,7.074
0.7,62.5,56.0,5.64,5.68,3.54,8.027000000000001
0.31,63.0,57.0,4.32,4.34,2.73,6.192
0.4,63.3,56.0,4.74,4.68,2.98,6.782
0.42,62.0,55.0,4.78,4.83,2.98,6.825
0.77,62.6,57.0,5.81,5.92,3.67,7.989
0.39,62.0,54.4,4.67,4.72,2.91,6.507000000000001
0.3,60.8,61.0,4.31,4.34,2.63,6.337000000000001
0.7,61.7,61.0,5.7,5.67,3.51,7.761
0.4,61.4,59.0,4.74,4.68,2.89,7.242000000000001
0.7,61.6,60.0,5.78,5.68,3.53,7.376
0.53,61.9,56.0,5.17,5.23,3.22,7.135
0.5,60.1,60.0,5.13,5.05,3.06,7.14
0.41,58.4,58.0,4.88,4.91,2.86,6.821000000000001
0.32,61.7,58.0,4.41,4.38,2.71,6.718999999999999
0.3,62.2,58.0,4.31,4.28,2.67,6.654
0.42,62.3,58.0,4.81,4.76,2.98,6.9
0.71,61.0,56.0,5.77,5.8,3.53,8.521
1.51,62.3,60.0,7.29,7.35,4.56,9.087
0.4,62.4,56.0,4.73,4.7,2.94,6.957000000000001
0.3,62.2,55.0,4.33,4.29,2.68,6.778
1.01,60.6,58.0,6.47,6.53,3.94,8.305
0.35,60.0,57.0,4.57,4.6,2.75,6.402
1.5,68.8,57.0,6.9,6.86,4.73,8.919
0.72,63.0,57.0,5.74,5.69,3.6,7.85
1.7,62.5,57.0,7.6,7.63,4.76,9.15
1.54,62.3,56.0,7.33,7.38,4.58,9.024
0.56,62.8,56.0,5.23,5.28,3.3,7.365
1.24,62.4,57.0,6.82,6.9,4.28,8.637
0.71,62.3,57.0,5.66,5.74,3.55,7.692
0.91,62.3,57.0,6.21,6.25,3.88,8.363
0.32,62.0,56.0,4.41,4.43,2.74,6.562
0.51,61.5,55.5,5.13,5.19,3.17,7.1339999999999995
1.33,60.2,60.0,7.12,7.2,4.31,9.191
0.4,61.4,58.0,4.81,4.77,2.94,6.782
0.7,59.2,60.0,5.87,5.78,3.45,7.97
0.36,61.7,57.0,4.59,4.55,2.82,6.778
0.25,61.2,55.0,4.09,4.11,2.51,6.332999999999999
1.7,59.4,59.0,7.83,7.75,4.63,8.889
2.15,61.5,60.0,8.17,8.29,5.06,9.824
0.31,58.1,62.0,4.44,4.47,2.59,5.8660000000000005
1.23,61.5,57.0,6.85,6.9,4.23,8.523
0.55,60.9,56.0,5.3,5.32,3.24,7.2589999999999995
0.37,62.7,58.0,4.58,4.55,2.86,6.773
0.32,60.9,60.0,4.4,4.43,2.69,6.132999999999999
1.2,62.6,56.0,6.84,6.77,4.26,8.764
1.01,63.6,58.0,6.31,6.37,4.03,8.497
1.62,62.0,60.0,7.52,7.44,4.64,9.01
1.58,58.6,62.0,7.59,7.66,4.47,9.187999999999999
0.31,61.6,55.0,4.35,4.38,2.69,6.792000000000001
0.34,61.1,58.0,4.47,4.5,2.74,6.2860000000000005
1.57,62.4,57.0,7.51,7.4,4.65,9.014
1.14,62.8,60.0,6.68,6.59,4.17,8.519
0.3,61.6,56.0,4.27,4.3,2.64,6.489
1.0,62.5,56.0,6.38,6.3,3.96,8.237
0.74,60.0,57.0,5.94,5.89,3.55,8.05
0.71,61.5,56.0,5.71,5.75,3.53,7.812
1.5,62.2,58.0,7.36,7.34,4.57,9.36
0.41,61.7,56.0,4.78,4.81,2.96,7.017
0.71,62.1,62.0,5.7,5.67,3.53,7.702999999999999
0.91,59.7,55.0,6.33,6.36,3.79,8.361
1.13,62.5,58.0,6.69,6.59,4.15,8.816
0.9,59.2,60.0,6.3,6.24,3.71,8.11
2.01,60.9,60.0,8.1,8.06,4.92,9.65
0.52,59.7,60.0,5.22,5.2,3.11,7.175
1.0,63.1,58.0,6.37,6.33,4.01,8.934
0.32,62.4,56.0,4.35,4.37,2.72,6.468999999999999
0.3,62.3,56.0,4.29,4.32,2.68,6.292999999999999
1.21,62.2,59.0,6.79,6.84,4.24,8.544
0.3,62.8,57.0,4.29,4.31,2.7,6.565
0.64,56.6,59.0,5.77,5.74,3.26,6.985
0.31,61.2,54.0,4.38,4.41,2.69,6.518
0.5,60.9,58.0,5.07,5.11,3.1,7.496
0.54,61.4,53.0,5.28,5.3,3.25,7.577999999999999
0.91,63.2,58.0,6.07,6.15,3.86,8.363
1.01,61.2,57.0,6.45,6.4,3.92,8.304
0.32,61.0,60.0,4.35,4.41,2.67,6.225
0.51,62.0,57.0,5.1,5.13,3.17,7.227
1.03,62.4,59.0,6.45,6.38,4.0,8.431000000000001
0.35,61.4,55.0,4.59,4.56,2.81,7.018
0.43,62.4,56.0,4.87,4.84,3.02,6.997000000000001
1.07,62.0,53.0,6.61,6.62,4.1,8.589
1.57,58.9,58.0,7.57,7.63,4.48,9.449
0.51,62.6,57.0,5.08,5.14,3.2,7.603
0.39,62.5,58.0,4.67,4.61,2.9,6.825
1.74,60.6,62.0,7.74,7.8,4.71,9.395
0.51,60.9,57.0,5.17,5.2,3.16,7.212999999999999
1.32,60.6,60.0,7.1,7.05,4.29,8.804
0.31,61.2,55.0,4.46,4.36,2.7,6.848
1.01,59.8,60.0,6.56,6.48,3.9,8.657
0.52,60.6,56.0,5.22,5.25,3.17,7.507999999999999
0.42,59.8,58.0,4.86,4.9,2.92,6.742000000000001
0.28,61.7,58.0,4.17,4.19,2.58,6.188
0.21,61.6,59.0,3.82,3.78,2.34,5.956
0.35,61.5,56.0,4.53,4.55,2.79,6.72
2.33,62.4,57.0,8.52,8.47,5.31,9.621
0.3,62.5,58.0,4.26,4.28,2.67,6.159
0.73,62.4,56.0,5.72,5.76,3.58,7.735
0.74,62.3,58.0,5.79,5.77,3.6,8.149
1.0,63.2,56.0,6.35,6.3,4.0,9.008
1.21,61.0,64.0,6.89,6.79,4.17,8.536
0.47,60.0,59.0,5.07,5.09,3.06,7.492999999999999
0.41,60.5,61.0,4.8,4.78,2.9,6.876
0.43,61.1,59.0,4.89,4.83,2.97,6.97
1.06,60.1,57.0,6.61,6.66,3.99,9.062999999999999
0.81,61.7,57.0,5.99,5.94,3.68,7.817
0.4,59.7,62.0,4.75,4.8,2.85,7.021
0.54,61.5,57.0,5.24,5.26,3.23,7.928999999999999
0.41,60.4,58.0,4.85,4.79,2.91,7.017
0.5,62.4,57.0,5.07,5.03,3.15,7.122999999999999
0.3,62.5,57.0,4.27,4.3,2.68,6.7589999999999995
1.98,61.5,55.0,8.04,8.13,4.97,9.587
0.3,61.5,62.0,4.31,4.28,2.64,6.148
2.02,62.5,59.0,8.05,8.01,5.02,9.692
0.82,59.9,62.0,6.02,6.04,3.61,7.97
0.9,60.1,59.0,6.37,6.25,3.79,8.206
1.59,62.1,55.0,7.47,7.51,4.65,9.097000000000001
1.41,61.1,57.0,7.2,7.28,4.42,9.714
0.51,61.7,54.0,5.12,5.15,3.17,7.468999999999999
0.53,61.4,55.0,5.24,5.21,3.21,7.454
0.4,61.8,55.0,4.74,4.78,2.94,6.649
1.02,61.7,56.0,6.44,6.49,3.99,7.962999999999999
0.36,62.7,57.0,4.55,4.58,2.86,6.5889999999999995
0.75,59.1,59.0,5.98,5.9,3.51,7.872000000000001
0.4,61.3,61.0,4.76,4.73,2.91,6.851
0.99,62.6,55.0,6.5,6.35,4.02,8.682
0.91,60.9,54.0,6.27,6.38,3.85,8.432
0.9,63.0,57.0,6.08,6.05,3.82,8.033999999999999
0.72,63.0,56.0,5.66,5.73,3.59,7.989
0.77,61.5,56.0,5.89,5.92,3.63,8.087
0.47,61.8,58.0,5.03,4.97,3.09,7.402
1.07,60.0,62.0,6.57,6.62,3.96,8.401
0.48,61.9,55.0,5.02,5.06,3.12,7.3870000000000005
0.51,62.3,59.0,5.12,5.06,3.17,7.485
2.09,62.9,57.0,8.09,8.13,5.1,9.81
1.01,63.4,58.0,6.38,6.36,4.04,8.905
0.33,62.8,59.0,4.38,4.44,2.77,6.766
0.7,59.3,62.0,5.78,5.82,3.44,7.974
0.53,62.4,56.0,5.2,5.16,3.23,7.502999999999999
0.29,62.5,56.0,4.21,4.24,2.64,6.155
0.9,62.1,58.0,6.15,6.19,3.83,8.497
0.72,62.1,59.0,5.69,5.74,3.55,8.026
0.41,62.3,57.0,4.78,4.75,2.97,7.0089999999999995
1.2,62.0,57.0,6.77,6.81,4.21,8.729
0.46,62.2,58.0,4.95,4.99,3.09,7.125
0.26,61.9,57.0,4.11,4.14,2.55,6.212999999999999
0.35,62.5,55.0,4.52,4.54,2.83,6.603
1.12,61.6,57.0,6.68,6.66,4.11,8.46
0.3,63.5,54.0,4.28,4.25,2.71,6.515
1.35,60.2,59.0,7.2,7.16,4.32,9.382
1.14,60.8,58.0,6.71,6.74,4.09,8.536
1.25,63.5,57.0,6.73,6.65,4.25,8.309
1.15,61.9,55.0,6.74,6.77,4.18,8.575
1.29,63.8,57.0,6.8,6.87,4.36,8.631
0.23,60.8,56.0,3.94,3.99,2.41,6.212999999999999
2.07,62.0,55.0,8.23,8.13,5.07,9.747
0.59,62.0,55.0,5.36,5.38,3.33,7.867000000000001
1.28,63.4,59.0,6.89,6.84,4.35,8.511000000000001
0.64,61.3,56.0,5.54,5.58,3.41,7.934
0.38,61.0,57.0,4.67,4.71,2.86,6.999
0.31,61.1,55.0,4.39,4.35,2.67,6.351
0.33,61.5,56.2,4.42,4.45,2.73,6.648
0.56,60.7,57.0,5.31,5.34,3.23,7.506
0.3,62.0,54.9,4.3,4.33,2.68,6.6
0.7,61.5,56.0,5.74,5.8,3.55,7.7139999999999995
1.08,62.6,58.0,6.53,6.56,4.1,8.533
1.33,64.0,53.0,6.93,7.01,4.46,8.581
0.33,62.2,56.0,4.43,4.45,2.76,6.892
0.41,61.1,56.0,4.8,4.82,2.94,7.382999999999999
1.24,60.8,60.0,6.9,6.94,4.21,8.861
0.7,63.4,56.0,5.7,5.6,3.58,7.747999999999999
0.31,62.1,54.0,4.33,4.37,2.7,6.599
0.54,61.6,58.0,5.26,5.21,3.23,7.272
0.51,61.8,56.0,5.1,5.13,3.16,7.171
1.0,63.3,55.0,6.29,6.34,4.0,8.743
0.63,62.8,56.3,5.34,5.54,3.42,7.249
0.31,62.4,56.0,4.34,4.38,2.72,6.438
0.31,61.8,59.0,4.33,4.31,2.67,6.92
0.39,61.7,57.0,4.68,4.71,2.89,7.046
0.3,61.3,58.0,4.33,4.28,2.64,6.227
0.75,61.7,58.0,5.85,5.79,3.59,7.922999999999999
0.31,62.3,53.8,4.32,4.36,2.7,6.103
0.4,61.7,59.0,4.73,4.76,2.93,6.89
1.22,62.7,56.0,6.82,6.74,4.25,8.869
0.54,63.4,56.0,5.18,5.14,3.27,7.131
0.31,62.1,59.0,4.31,4.35,2.69,6.136
0.89,68.2,65.0,5.82,5.74,3.94,7.755
0.4,63.2,58.0,4.7,4.66,2.96,6.782
0.3,61.9,57.0,4.3,4.33,2.67,6.5
1.46,61.4,59.0,7.3,7.26,4.47,8.936
0.2,59.0,60.0,3.81,3.78,2.24,5.905
1.5,61.0,58.0,7.37,7.31,4.48,9.572000000000001
1.01,61.2,58.0,6.42,6.49,3.95,8.506
1.24,61.0,59.0,6.93,6.97,4.24,8.578
0.34,61.9,57.0,4.47,4.48,2.77,6.922000000000001
0.31,60.7,60.0,4.33,4.37,2.64,6.011
1.08,62.1,59.0,6.59,6.54,4.08,8.941
0.71,62.8,59.0,5.66,5.71,3.57,8.349
0.57,62.1,58.0,5.26,5.31,3.28,7.235
0.57,61.6,54.0,5.36,5.38,3.31,7.015
0.55,61.7,54.0,5.34,5.29,3.28,7.138999999999999
0.51,62.4,58.0,5.13,5.16,3.21,7.522
0.33,61.5,59.0,4.46,4.42,2.73,6.947
0.52,62.3,55.0,5.14,5.17,3.21,7.112
0.3,61.8,60.0,4.32,4.29,2.66,6.654
1.03,61.1,57.0,6.51,6.54,3.99,8.952
0.28,61.3,57.0,4.21,4.24,2.59,6.1979999999999995
1.17,60.0,66.0,6.86,6.78,4.09,8.459
1.01,62.2,59.0,6.45,6.41,4.0,8.411
0.57,59.4,58.0,5.39,5.42,3.21,7.102
0.4,61.7,59.0,4.72,4.75,2.92,6.89
0.54,61.4,66.0,5.24,5.18,3.2,7.016
0.28,62.2,59.0,4.19,4.23,2.62,6.059
1.01,62.3,59.0,6.31,6.37,3.95,8.386000000000001
